Source;Target;Weight
minecraft:purple_dye;r_1490;-1
r_1490;minecraft:purple_shulker_box;1
minecraft:brown_shulker_box;r_1491;-1
minecraft:purple_dye;r_1491;-1
r_1491;minecraft:purple_shulker_box;1
minecraft:green_shulker_box;r_1492;-1
minecraft:purple_dye;r_1492;-1
r_1492;minecraft:purple_shulker_box;1
minecraft:red_shulker_box;r_1493;-1
minecraft:purple_dye;r_1493;-1
r_1493;minecraft:purple_shulker_box;1
minecraft:black_shulker_box;r_1494;-1
minecraft:purple_dye;r_1494;-1
r_1494;minecraft:purple_shulker_box;1
minecraft:white_shulker_box;r_1495;-1
minecraft:blue_dye;r_1495;-1
r_1495;minecraft:blue_shulker_box;1
minecraft:orange_shulker_box;r_1496;-1
minecraft:blue_dye;r_1496;-1
r_1496;minecraft:blue_shulker_box;1
minecraft:magenta_shulker_box;r_1497;-1
minecraft:blue_dye;r_1497;-1
r_1497;minecraft:blue_shulker_box;1
minecraft:light_blue_shulker_box;r_1498;-1
minecraft:blue_dye;r_1498;-1
r_1498;minecraft:blue_shulker_box;1
minecraft:yellow_shulker_box;r_1499;-1
minecraft:blue_dye;r_1499;-1
r_1499;minecraft:blue_shulker_box;1
minecraft:lime_shulker_box;r_1500;-1
minecraft:blue_dye;r_1500;-1
r_1500;minecraft:blue_shulker_box;1
minecraft:pink_shulker_box;r_1501;-1
minecraft:blue_dye;r_1501;-1
r_1501;minecraft:blue_shulker_box;1
minecraft:gray_shulker_box;r_1502;-1
minecraft:blue_dye;r_1502;-1
r_1502;minecraft:blue_shulker_box;1
minecraft:light_gray_shulker_box;r_1503;-1
minecraft:blue_dye;r_1503;-1
r_1503;minecraft:blue_shulker_box;1
minecraft:cyan_shulker_box;r_1504;-1
minecraft:blue_dye;r_1504;-1
r_1504;minecraft:blue_shulker_box;1
minecraft:purple_shulker_box;r_1505;-1
minecraft:blue_dye;r_1505;-1
r_1505;minecraft:blue_shulker_box;1
minecraft:brown_shulker_box;r_1506;-1
minecraft:blue_dye;r_1506;-1
r_1506;minecraft:blue_shulker_box;1
minecraft:green_shulker_box;r_1507;-1
minecraft:blue_dye;r_1507;-1
r_1507;minecraft:blue_shulker_box;1
minecraft:red_shulker_box;r_1508;-1
minecraft:blue_dye;r_1508;-1
r_1508;minecraft:blue_shulker_box;1
minecraft:black_shulker_box;r_1509;-1
minecraft:blue_dye;r_1509;-1
r_1509;minecraft:blue_shulker_box;1
minecraft:white_shulker_box;r_1510;-1
minecraft:brown_dye;r_1510;-1
r_1510;minecraft:brown_shulker_box;1
minecraft:orange_shulker_box;r_1511;-1
minecraft:brown_dye;r_1511;-1
r_1511;minecraft:brown_shulker_box;1
minecraft:magenta_shulker_box;r_1512;-1
minecraft:brown_dye;r_1512;-1
r_1512;minecraft:brown_shulker_box;1
minecraft:light_blue_shulker_box;r_1513;-1
minecraft:brown_dye;r_1513;-1
r_1513;minecraft:brown_shulker_box;1
minecraft:yellow_shulker_box;r_1514;-1
minecraft:brown_dye;r_1514;-1
r_1514;minecraft:brown_shulker_box;1
minecraft:lime_shulker_box;r_1515;-1
minecraft:brown_dye;r_1515;-1
r_1515;minecraft:brown_shulker_box;1
minecraft:pink_shulker_box;r_1516;-1
minecraft:brown_dye;r_1516;-1
r_1516;minecraft:brown_shulker_box;1
minecraft:gray_shulker_box;r_1517;-1
minecraft:brown_dye;r_1517;-1
r_1517;minecraft:brown_shulker_box;1
minecraft:light_gray_shulker_box;r_1518;-1
minecraft:brown_dye;r_1518;-1
r_1518;minecraft:brown_shulker_box;1
minecraft:cyan_shulker_box;r_1519;-1
minecraft:brown_dye;r_1519;-1
r_1519;minecraft:brown_shulker_box;1
minecraft:purple_shulker_box;r_1520;-1
minecraft:brown_dye;r_1520;-1
r_1520;minecraft:brown_shulker_box;1
minecraft:blue_shulker_box;r_1521;-1
minecraft:brown_dye;r_1521;-1
r_1521;minecraft:brown_shulker_box;1
minecraft:green_shulker_box;r_1522;-1
minecraft:brown_dye;r_1522;-1
r_1522;minecraft:brown_shulker_box;1
minecraft:red_shulker_box;r_1523;-1
minecraft:brown_dye;r_1523;-1
r_1523;minecraft:brown_shulker_box;1
minecraft:black_shulker_box;r_1524;-1
minecraft:brown_dye;r_1524;-1
r_1524;minecraft:brown_shulker_box;1
minecraft:white_shulker_box;r_1525;-1
minecraft:green_dye;r_1525;-1
r_1525;minecraft:green_shulker_box;1
minecraft:orange_shulker_box;r_1526;-1
minecraft:green_dye;r_1526;-1
r_1526;minecraft:green_shulker_box;1
minecraft:magenta_shulker_box;r_1527;-1
minecraft:green_dye;r_1527;-1
r_1527;minecraft:green_shulker_box;1
minecraft:light_blue_shulker_box;r_1528;-1
minecraft:green_dye;r_1528;-1
r_1528;minecraft:green_shulker_box;1
minecraft:yellow_shulker_box;r_1529;-1
minecraft:green_dye;r_1529;-1
r_1529;minecraft:green_shulker_box;1
minecraft:lime_shulker_box;r_1530;-1
minecraft:green_dye;r_1530;-1
r_1530;minecraft:green_shulker_box;1
minecraft:pink_shulker_box;r_1531;-1
minecraft:green_dye;r_1531;-1
r_1531;minecraft:green_shulker_box;1
minecraft:gray_shulker_box;r_1532;-1
minecraft:green_dye;r_1532;-1
r_1532;minecraft:green_shulker_box;1
minecraft:light_gray_shulker_box;r_1533;-1
minecraft:green_dye;r_1533;-1
r_1533;minecraft:green_shulker_box;1
minecraft:cyan_shulker_box;r_1534;-1
minecraft:green_dye;r_1534;-1
r_1534;minecraft:green_shulker_box;1
minecraft:purple_shulker_box;r_1535;-1
minecraft:green_dye;r_1535;-1
r_1535;minecraft:green_shulker_box;1
minecraft:blue_shulker_box;r_1536;-1
minecraft:green_dye;r_1536;-1
r_1536;minecraft:green_shulker_box;1
minecraft:brown_shulker_box;r_1537;-1
minecraft:green_dye;r_1537;-1
r_1537;minecraft:green_shulker_box;1
minecraft:red_shulker_box;r_1538;-1
minecraft:green_dye;r_1538;-1
r_1538;minecraft:green_shulker_box;1
minecraft:black_shulker_box;r_1539;-1
minecraft:green_dye;r_1539;-1
r_1539;minecraft:green_shulker_box;1
minecraft:white_shulker_box;r_1540;-1
minecraft:red_dye;r_1540;-1
r_1540;minecraft:red_shulker_box;1
minecraft:orange_shulker_box;r_1541;-1
minecraft:red_dye;r_1541;-1
r_1541;minecraft:red_shulker_box;1
minecraft:magenta_shulker_box;r_1542;-1
minecraft:red_dye;r_1542;-1
r_1542;minecraft:red_shulker_box;1
minecraft:light_blue_shulker_box;r_1543;-1
minecraft:red_dye;r_1543;-1
r_1543;minecraft:red_shulker_box;1
minecraft:yellow_shulker_box;r_1544;-1
minecraft:red_dye;r_1544;-1
r_1544;minecraft:red_shulker_box;1
minecraft:lime_shulker_box;r_1545;-1
minecraft:red_dye;r_1545;-1
r_1545;minecraft:red_shulker_box;1
minecraft:pink_shulker_box;r_1546;-1
minecraft:red_dye;r_1546;-1
r_1546;minecraft:red_shulker_box;1
minecraft:gray_shulker_box;r_1547;-1
minecraft:red_dye;r_1547;-1
r_1547;minecraft:red_shulker_box;1
minecraft:light_gray_shulker_box;r_1548;-1
minecraft:red_dye;r_1548;-1
r_1548;minecraft:red_shulker_box;1
minecraft:cyan_shulker_box;r_1549;-1
minecraft:red_dye;r_1549;-1
r_1549;minecraft:red_shulker_box;1
minecraft:purple_shulker_box;r_1550;-1
minecraft:red_dye;r_1550;-1
r_1550;minecraft:red_shulker_box;1
minecraft:blue_shulker_box;r_1551;-1
minecraft:red_dye;r_1551;-1
r_1551;minecraft:red_shulker_box;1
minecraft:brown_shulker_box;r_1552;-1
minecraft:red_dye;r_1552;-1
r_1552;minecraft:red_shulker_box;1
minecraft:green_shulker_box;r_1553;-1
minecraft:red_dye;r_1553;-1
r_1553;minecraft:red_shulker_box;1
minecraft:black_shulker_box;r_1554;-1
minecraft:red_dye;r_1554;-1
r_1554;minecraft:red_shulker_box;1
minecraft:white_shulker_box;r_1555;-1
minecraft:black_dye;r_1555;-1
r_1555;minecraft:black_shulker_box;1
minecraft:orange_shulker_box;r_1556;-1
minecraft:black_dye;r_1556;-1
r_1556;minecraft:black_shulker_box;1
minecraft:magenta_shulker_box;r_1557;-1
minecraft:black_dye;r_1557;-1
r_1557;minecraft:black_shulker_box;1
minecraft:light_blue_shulker_box;r_1558;-1
minecraft:black_dye;r_1558;-1
r_1558;minecraft:black_shulker_box;1
minecraft:yellow_shulker_box;r_1559;-1
minecraft:black_dye;r_1559;-1
r_1559;minecraft:black_shulker_box;1
minecraft:lime_shulker_box;r_1560;-1
minecraft:black_dye;r_1560;-1
r_1560;minecraft:black_shulker_box;1
minecraft:pink_shulker_box;r_1561;-1
minecraft:black_dye;r_1561;-1
r_1561;minecraft:black_shulker_box;1
minecraft:gray_shulker_box;r_1562;-1
minecraft:black_dye;r_1562;-1
r_1562;minecraft:black_shulker_box;1
minecraft:light_gray_shulker_box;r_1563;-1
minecraft:black_dye;r_1563;-1
r_1563;minecraft:black_shulker_box;1
minecraft:cyan_shulker_box;r_1564;-1
minecraft:black_dye;r_1564;-1
r_1564;minecraft:black_shulker_box;1
minecraft:purple_shulker_box;r_1565;-1
minecraft:black_dye;r_1565;-1
r_1565;minecraft:black_shulker_box;1
minecraft:blue_shulker_box;r_1566;-1
minecraft:black_dye;r_1566;-1
r_1566;minecraft:black_shulker_box;1
minecraft:brown_shulker_box;r_1567;-1
minecraft:black_dye;r_1567;-1
r_1567;minecraft:black_shulker_box;1
minecraft:green_shulker_box;r_1568;-1
minecraft:black_dye;r_1568;-1
r_1568;minecraft:black_shulker_box;1
minecraft:red_shulker_box;r_1569;-1
minecraft:black_dye;r_1569;-1
r_1569;minecraft:black_shulker_box;1
minecraft:undyed_shulker_box;r_1570;-1
minecraft:bone_meal;r_1570;-1
r_1570;minecraft:white_shulker_box;1
minecraft:orange_shulker_box;r_1571;-1
minecraft:bone_meal;r_1571;-1
r_1571;minecraft:white_shulker_box;1
minecraft:magenta_shulker_box;r_1572;-1
minecraft:bone_meal;r_1572;-1
r_1572;minecraft:white_shulker_box;1
minecraft:light_blue_shulker_box;r_1573;-1
minecraft:bone_meal;r_1573;-1
r_1573;minecraft:white_shulker_box;1
minecraft:yellow_shulker_box;r_1574;-1
minecraft:bone_meal;r_1574;-1
r_1574;minecraft:white_shulker_box;1
minecraft:lime_shulker_box;r_1575;-1
minecraft:bone_meal;r_1575;-1
r_1575;minecraft:white_shulker_box;1
minecraft:pink_shulker_box;r_1576;-1
minecraft:bone_meal;r_1576;-1
r_1576;minecraft:white_shulker_box;1
minecraft:gray_shulker_box;r_1577;-1
minecraft:bone_meal;r_1577;-1
r_1577;minecraft:white_shulker_box;1
minecraft:light_gray_shulker_box;r_1578;-1
minecraft:bone_meal;r_1578;-1
r_1578;minecraft:white_shulker_box;1
minecraft:cyan_shulker_box;r_1579;-1
minecraft:bone_meal;r_1579;-1
r_1579;minecraft:white_shulker_box;1
minecraft:purple_shulker_box;r_1580;-1
minecraft:bone_meal;r_1580;-1
r_1580;minecraft:white_shulker_box;1
minecraft:blue_shulker_box;r_1581;-1
minecraft:bone_meal;r_1581;-1
r_1581;minecraft:white_shulker_box;1
minecraft:brown_shulker_box;r_1582;-1
minecraft:bone_meal;r_1582;-1
r_1582;minecraft:white_shulker_box;1
minecraft:green_shulker_box;r_1583;-1
minecraft:bone_meal;r_1583;-1
r_1583;minecraft:white_shulker_box;1
minecraft:red_shulker_box;r_1584;-1
minecraft:bone_meal;r_1584;-1
r_1584;minecraft:white_shulker_box;1
minecraft:black_shulker_box;r_1585;-1
minecraft:bone_meal;r_1585;-1
r_1585;minecraft:white_shulker_box;1
minecraft:undyed_shulker_box;r_1586;-1
minecraft:cocoa_beans;r_1586;-1
r_1586;minecraft:brown_shulker_box;1
minecraft:white_shulker_box;r_1587;-1
minecraft:cocoa_beans;r_1587;-1
r_1587;minecraft:brown_shulker_box;1
minecraft:orange_shulker_box;r_1588;-1
minecraft:cocoa_beans;r_1588;-1
r_1588;minecraft:brown_shulker_box;1
minecraft:magenta_shulker_box;r_1589;-1
minecraft:cocoa_beans;r_1589;-1
r_1589;minecraft:brown_shulker_box;1
minecraft:light_blue_shulker_box;r_1590;-1
minecraft:cocoa_beans;r_1590;-1
r_1590;minecraft:brown_shulker_box;1
minecraft:yellow_shulker_box;r_1591;-1
minecraft:cocoa_beans;r_1591;-1
r_1591;minecraft:brown_shulker_box;1
minecraft:lime_shulker_box;r_1592;-1
minecraft:cocoa_beans;r_1592;-1
r_1592;minecraft:brown_shulker_box;1
minecraft:pink_shulker_box;r_1593;-1
minecraft:cocoa_beans;r_1593;-1
r_1593;minecraft:brown_shulker_box;1
minecraft:gray_shulker_box;r_1594;-1
minecraft:cocoa_beans;r_1594;-1
r_1594;minecraft:brown_shulker_box;1
minecraft:light_gray_shulker_box;r_1595;-1
minecraft:cocoa_beans;r_1595;-1
r_1595;minecraft:brown_shulker_box;1
minecraft:cyan_shulker_box;r_1596;-1
minecraft:cocoa_beans;r_1596;-1
r_1596;minecraft:brown_shulker_box;1
minecraft:purple_shulker_box;r_1597;-1
minecraft:cocoa_beans;r_1597;-1
r_1597;minecraft:brown_shulker_box;1
minecraft:blue_shulker_box;r_1598;-1
minecraft:cocoa_beans;r_1598;-1
r_1598;minecraft:brown_shulker_box;1
minecraft:green_shulker_box;r_1599;-1
minecraft:cocoa_beans;r_1599;-1
r_1599;minecraft:brown_shulker_box;1
minecraft:red_shulker_box;r_1600;-1
minecraft:cocoa_beans;r_1600;-1
r_1600;minecraft:brown_shulker_box;1
minecraft:black_shulker_box;r_1601;-1
minecraft:cocoa_beans;r_1601;-1
r_1601;minecraft:brown_shulker_box;1
minecraft:undyed_shulker_box;r_1602;-1
minecraft:ink_sac;r_1602;-1
r_1602;minecraft:black_shulker_box;1
minecraft:white_shulker_box;r_1603;-1
minecraft:ink_sac;r_1603;-1
r_1603;minecraft:black_shulker_box;1
minecraft:orange_shulker_box;r_1604;-1
minecraft:ink_sac;r_1604;-1
r_1604;minecraft:black_shulker_box;1
minecraft:magenta_shulker_box;r_1605;-1
minecraft:ink_sac;r_1605;-1
r_1605;minecraft:black_shulker_box;1
minecraft:light_blue_shulker_box;r_1606;-1
minecraft:ink_sac;r_1606;-1
r_1606;minecraft:black_shulker_box;1
minecraft:yellow_shulker_box;r_1607;-1
minecraft:ink_sac;r_1607;-1
r_1607;minecraft:black_shulker_box;1
minecraft:lime_shulker_box;r_1608;-1
minecraft:ink_sac;r_1608;-1
r_1608;minecraft:black_shulker_box;1
minecraft:pink_shulker_box;r_1609;-1
minecraft:ink_sac;r_1609;-1
r_1609;minecraft:black_shulker_box;1
minecraft:gray_shulker_box;r_1610;-1
minecraft:ink_sac;r_1610;-1
r_1610;minecraft:black_shulker_box;1
minecraft:light_gray_shulker_box;r_1611;-1
minecraft:ink_sac;r_1611;-1
r_1611;minecraft:black_shulker_box;1
minecraft:cyan_shulker_box;r_1612;-1
minecraft:ink_sac;r_1612;-1
r_1612;minecraft:black_shulker_box;1
minecraft:purple_shulker_box;r_1613;-1
minecraft:ink_sac;r_1613;-1
r_1613;minecraft:black_shulker_box;1
minecraft:blue_shulker_box;r_1614;-1
minecraft:ink_sac;r_1614;-1
r_1614;minecraft:black_shulker_box;1
minecraft:brown_shulker_box;r_1615;-1
minecraft:ink_sac;r_1615;-1
r_1615;minecraft:black_shulker_box;1
minecraft:green_shulker_box;r_1616;-1
minecraft:ink_sac;r_1616;-1
r_1616;minecraft:black_shulker_box;1
minecraft:red_shulker_box;r_1617;-1
minecraft:ink_sac;r_1617;-1
r_1617;minecraft:black_shulker_box;1
minecraft:undyed_shulker_box;r_1618;-1
minecraft:lapis_lazuli;r_1618;-1
r_1618;minecraft:blue_shulker_box;1
minecraft:white_shulker_box;r_1619;-1
minecraft:lapis_lazuli;r_1619;-1
r_1619;minecraft:blue_shulker_box;1
minecraft:orange_shulker_box;r_1620;-1
minecraft:lapis_lazuli;r_1620;-1
r_1620;minecraft:blue_shulker_box;1
minecraft:magenta_shulker_box;r_1621;-1
minecraft:lapis_lazuli;r_1621;-1
r_1621;minecraft:blue_shulker_box;1
minecraft:light_blue_shulker_box;r_1622;-1
minecraft:lapis_lazuli;r_1622;-1
r_1622;minecraft:blue_shulker_box;1
minecraft:yellow_shulker_box;r_1623;-1
minecraft:lapis_lazuli;r_1623;-1
r_1623;minecraft:blue_shulker_box;1
minecraft:lime_shulker_box;r_1624;-1
minecraft:lapis_lazuli;r_1624;-1
r_1624;minecraft:blue_shulker_box;1
minecraft:pink_shulker_box;r_1625;-1
minecraft:lapis_lazuli;r_1625;-1
r_1625;minecraft:blue_shulker_box;1
minecraft:gray_shulker_box;r_1626;-1
minecraft:lapis_lazuli;r_1626;-1
r_1626;minecraft:blue_shulker_box;1
minecraft:light_gray_shulker_box;r_1627;-1
minecraft:lapis_lazuli;r_1627;-1
r_1627;minecraft:blue_shulker_box;1
minecraft:cyan_shulker_box;r_1628;-1
minecraft:lapis_lazuli;r_1628;-1
r_1628;minecraft:blue_shulker_box;1
minecraft:purple_shulker_box;r_1629;-1
minecraft:lapis_lazuli;r_1629;-1
r_1629;minecraft:blue_shulker_box;1
minecraft:brown_shulker_box;r_1630;-1
minecraft:lapis_lazuli;r_1630;-1
r_1630;minecraft:blue_shulker_box;1
minecraft:green_shulker_box;r_1631;-1
minecraft:lapis_lazuli;r_1631;-1
r_1631;minecraft:blue_shulker_box;1
minecraft:red_shulker_box;r_1632;-1
minecraft:lapis_lazuli;r_1632;-1
r_1632;minecraft:blue_shulker_box;1
minecraft:black_shulker_box;r_1633;-1
minecraft:lapis_lazuli;r_1633;-1
r_1633;minecraft:blue_shulker_box;1
minecraft:oak_planks;r_1634;-4
r_1634;minecraft:crafting_table;1
minecraft:spruce_planks;r_1635;-4
r_1635;minecraft:crafting_table;1
minecraft:birch_planks;r_1636;-4
r_1636;minecraft:crafting_table;1
minecraft:jungle_planks;r_1637;-4
r_1637;minecraft:crafting_table;1
minecraft:acacia_planks;r_1638;-4
r_1638;minecraft:crafting_table;1
minecraft:dark_oak_planks;r_1639;-4
r_1639;minecraft:crafting_table;1
minecraft:crimson_planks;r_1640;-4
r_1640;minecraft:crafting_table;1
minecraft:warped_planks;r_1641;-4
r_1641;minecraft:crafting_table;1
minecraft:glass;r_1642;-7
minecraft:ghast_tear;r_1642;-1
minecraft:ender_eye;r_1642;-1
r_1642;minecraft:end_crystal;1
minecraft:obsidian;r_1643;-8
minecraft:ender_eye;r_1643;-1
r_1643;minecraft:ender_chest;1
minecraft:glowstone;r_1644;-3
minecraft:crying_obsidian;r_1644;-6
r_1644;minecraft:respawn_anchor;1
minecraft:furnace;r_1645;-1
minecraft:smooth_stone;r_1645;-3
minecraft:iron_ingot;r_1645;-5
r_1645;minecraft:blast_furnace;1
minecraft:string;r_1646;-1
minecraft:honeycomb;r_1646;-1
r_1646;mincraft:candle;1
mincraft:candle;r_1647;-1
minecraft:white_dye;r_1647;-1
r_1647;minecraft:white_candle;1
mincraft:candle;r_1648;-1
minecraft:orange_dye;r_1648;-1
r_1648;minecraft:orange_candle;1
mincraft:candle;r_1649;-1
minecraft:magenta_dye;r_1649;-1
r_1649;minecraft:magenta_candle;1
mincraft:candle;r_1650;-1
minecraft:light_blue_dye;r_1650;-1
r_1650;minecraft:light_blue_candle;1
mincraft:candle;r_1651;-1
minecraft:yellow_dye;r_1651;-1
r_1651;minecraft:yellow_candle;1
mincraft:candle;r_1652;-1
minecraft:lime_dye;r_1652;-1
r_1652;minecraft:lime_candle;1
mincraft:candle;r_1653;-1
minecraft:pink_dye;r_1653;-1
r_1653;minecraft:pink_candle;1
mincraft:candle;r_1654;-1
minecraft:gray_dye;r_1654;-1
r_1654;minecraft:gray_candle;1
mincraft:candle;r_1655;-1
minecraft:light_gray_dye;r_1655;-1
r_1655;minecraft:light_gray_candle;1
mincraft:candle;r_1656;-1
minecraft:cyan_dye;r_1656;-1
r_1656;minecraft:cyan_candle;1
mincraft:candle;r_1657;-1
minecraft:purple_dye;r_1657;-1
r_1657;minecraft:purple_candle;1
mincraft:candle;r_1658;-1
minecraft:blue_dye;r_1658;-1
r_1658;minecraft:blue_candle;1
mincraft:candle;r_1659;-1
minecraft:brown_dye;r_1659;-1
r_1659;minecraft:brown_candle;1
mincraft:candle;r_1660;-1
minecraft:green_dye;r_1660;-1
r_1660;minecraft:green_candle;1
mincraft:candle;r_1661;-1
minecraft:red_dye;r_1661;-1
r_1661;minecraft:red_candle;1
mincraft:candle;r_1662;-1
minecraft:black_dye;r_1662;-1
r_1662;minecraft:black_candle;1
minecraft:crimson_slab;r_1663;-2
minecraft:stick;r_1663;-6
r_1663;minecraft:barrel;1
minecraft:warped_slab;r_1664;-2
minecraft:stick;r_1664;-6
r_1664;minecraft:barrel;1
minecraft:oak_slab;r_1665;-2
minecraft:stick;r_1665;-6
r_1665;minecraft:barrel;1
minecraft:spruce_slab;r_1666;-2
minecraft:stick;r_1666;-6
r_1666;minecraft:barrel;1
minecraft:birch_slab;r_1667;-2
minecraft:stick;r_1667;-6
r_1667;minecraft:barrel;1
minecraft:jungle_slab;r_1668;-2
minecraft:stick;r_1668;-6
r_1668;minecraft:barrel;1
minecraft:acacia_slab;r_1669;-2
minecraft:stick;r_1669;-6
r_1669;minecraft:barrel;1
minecraft:dark_oak_slab;r_1670;-2
minecraft:stick;r_1670;-6
r_1670;minecraft:barrel;1
minecraft:chiseled_stone_bricks;r_1671;-8
minecraft:netherite_ingot;r_1671;-1
r_1671;minecraft:lodestone;1
minecraft:cobblestone;r_1672;-7
minecraft:redstone;r_1672;-1
r_1672;minecraft:dropper;1
minecraft:glass;r_1673;-3
minecraft:oak_slab;r_1673;-3
minecraft:quartz;r_1673;-3
r_1673;minecraft:daylight_detector;1
minecraft:glass;r_1674;-3
minecraft:spruce_slab;r_1674;-3
minecraft:quartz;r_1674;-3
r_1674;minecraft:daylight_detector;1
minecraft:glass;r_1675;-3
minecraft:birch_slab;r_1675;-3
minecraft:quartz;r_1675;-3
r_1675;minecraft:daylight_detector;1
minecraft:glass;r_1676;-3
minecraft:jungle_slab;r_1676;-3
minecraft:quartz;r_1676;-3
r_1676;minecraft:daylight_detector;1
minecraft:glass;r_1677;-3
minecraft:acacia_slab;r_1677;-3
minecraft:quartz;r_1677;-3
r_1677;minecraft:daylight_detector;1
minecraft:glass;r_1678;-3
minecraft:dark_oak_slab;r_1678;-3
minecraft:quartz;r_1678;-3
r_1678;minecraft:daylight_detector;1
minecraft:glass;r_1679;-3
minecraft:crimson_slab;r_1679;-3
minecraft:quartz;r_1679;-3
r_1679;minecraft:daylight_detector;1
minecraft:glass;r_1680;-3
minecraft:warped_slab;r_1680;-3
minecraft:quartz;r_1680;-3
r_1680;minecraft:daylight_detector;1
minecraft:cobblestone;r_1681;-4
minecraft:oak_planks;r_1681;-3
minecraft:iron_ingot;r_1681;-1
minecraft:redstone;r_1681;-1
r_1681;minecraft:piston;1
minecraft:cobblestone;r_1682;-4
minecraft:spruce_planks;r_1682;-3
minecraft:iron_ingot;r_1682;-1
minecraft:redstone;r_1682;-1
r_1682;minecraft:piston;1
minecraft:cobblestone;r_1683;-4
minecraft:birch_planks;r_1683;-3
minecraft:iron_ingot;r_1683;-1
minecraft:redstone;r_1683;-1
r_1683;minecraft:piston;1
minecraft:cobblestone;r_1684;-4
minecraft:jungle_planks;r_1684;-3
minecraft:iron_ingot;r_1684;-1
minecraft:redstone;r_1684;-1
r_1684;minecraft:piston;1
minecraft:cobblestone;r_1685;-4
minecraft:acacia_planks;r_1685;-3
minecraft:iron_ingot;r_1685;-1
minecraft:redstone;r_1685;-1
r_1685;minecraft:piston;1
minecraft:cobblestone;r_1686;-4
minecraft:dark_oak_planks;r_1686;-3
minecraft:iron_ingot;r_1686;-1
minecraft:redstone;r_1686;-1
r_1686;minecraft:piston;1
minecraft:cobblestone;r_1687;-4
minecraft:crimson_planks;r_1687;-3
minecraft:iron_ingot;r_1687;-1
minecraft:redstone;r_1687;-1
r_1687;minecraft:piston;1
minecraft:cobblestone;r_1688;-4
minecraft:warped_planks;r_1688;-3
minecraft:iron_ingot;r_1688;-1
minecraft:redstone;r_1688;-1
r_1688;minecraft:piston;1
minecraft:piston;r_1689;-1
minecraft:slime_ball;r_1689;-1
r_1689;minecraft:sticky_piston;1
minecraft:redstone;r_1690;-9
r_1690;minecraft:redstone_block;1
minecraft:oak_planks;r_1691;-6
r_1691;minecraft:wooden_door;3
minecraft:spruce_planks;r_1692;-6
r_1692;minecraft:spruce_door;3
minecraft:birch_planks;r_1693;-6
r_1693;minecraft:birch_door;3
minecraft:jungle_planks;r_1694;-6
r_1694;minecraft:jungle_door;3
minecraft:acacia_planks;r_1695;-6
r_1695;minecraft:acacia_door;3
minecraft:dark_oak_planks;r_1696;-6
r_1696;minecraft:dark_oak_door;3
minecraft:crimson_planks;r_1697;-6
r_1697;minecraft:crimson_door;3
minecraft:warped_planks;r_1698;-6
r_1698;minecraft:warped_door;3
minecraft:iron_ingot;r_1699;-6
r_1699;minecraft:iron_door;3
minecraft:chest;r_1700;-1
minecraft:iron_ingot;r_1700;-5
r_1700;minecraft:hopper;1
minecraft:bookshelf;r_1701;-1
minecraft:oak_slab;r_1701;-4
r_1701;minecraft:lectern;1
minecraft:bookshelf;r_1702;-1
minecraft:spruce_slab;r_1702;-4
r_1702;minecraft:lectern;1
minecraft:bookshelf;r_1703;-1
minecraft:birch_slab;r_1703;-4
r_1703;minecraft:lectern;1
minecraft:bookshelf;r_1704;-1
minecraft:jungle_slab;r_1704;-4
r_1704;minecraft:lectern;1
minecraft:bookshelf;r_1705;-1
minecraft:acacia_slab;r_1705;-4
r_1705;minecraft:lectern;1
minecraft:bookshelf;r_1706;-1
minecraft:dark_oak_slab;r_1706;-4
r_1706;minecraft:lectern;1
minecraft:bookshelf;r_1707;-1
minecraft:crimson_slab;r_1707;-4
r_1707;minecraft:lectern;1
minecraft:bookshelf;r_1708;-1
minecraft:warped_slab;r_1708;-4
r_1708;minecraft:lectern;1
minecraft:stone;r_1709;-3
minecraft:redstone_torch;r_1709;-3
minecraft:quartz;r_1709;-1
r_1709;minecraft:comparator;1
minecraft:hay_block;r_1710;-1
minecraft:crimson_planks;r_1710;-1
minecraft:stick;r_1710;-1
minecraft:redstone;r_1710;-4
r_1710;minecraft:target;1
minecraft:warped_planks;r_1711;-1
minecraft:iron_ingot;r_1711;-1
minecraft:stick;r_1711;-1
r_1711;minecraft:tripwire_hook;2
minecraft:oak_planks;r_1712;-1
minecraft:iron_ingot;r_1712;-1
minecraft:stick;r_1712;-1
r_1712;minecraft:tripwire_hook;2
minecraft:spruce_planks;r_1713;-1
minecraft:iron_ingot;r_1713;-1
minecraft:stick;r_1713;-1
r_1713;minecraft:tripwire_hook;2
minecraft:birch_planks;r_1714;-1
minecraft:iron_ingot;r_1714;-1
minecraft:stick;r_1714;-1
r_1714;minecraft:tripwire_hook;2
minecraft:jungle_planks;r_1715;-1
minecraft:iron_ingot;r_1715;-1
minecraft:stick;r_1715;-1
r_1715;minecraft:tripwire_hook;2
minecraft:acacia_planks;r_1716;-1
minecraft:iron_ingot;r_1716;-1
minecraft:stick;r_1716;-1
r_1716;minecraft:tripwire_hook;2
minecraft:dark_oak_planks;r_1717;-1
minecraft:iron_ingot;r_1717;-1
minecraft:stick;r_1717;-1
r_1717;minecraft:tripwire_hook;2
minecraft:cobblestone;r_1718;-6
minecraft:iron_ingot;r_1718;-1
minecraft:redstone;r_1718;-2
minecraft:quartz;r_1718;-1
r_1718;minecraft:tripwire_hook;2
minecraft:cobblestone;r_1719;-1
minecraft:stick;r_1719;-1
r_1719;minecraft:lever;1
minecraft:oak_planks;r_1720;-1
r_1720;minecraft:wooden_button;1
